name,space_id,color
S1020-Y40R,0,F2C299
S1020-Y50R,0,F4C19F
S1020-Y60R,0,EEBBA1
S1020-Y70R,0,F0BEA9
S1020-Y80R,0,EDBAAC
S1020-Y90R,0,EDBEB6
S1030-B,0,90C4D9
S1030-B10G,0,85C6D5
S1030-B30G,0,83C7CC
S1030-B40G,0,88CDCE
S1030-B50G,0,8ACDCA
S1030-B60G,0,8CD1C9
S1030-B70G,0,91D3C8
S1030-B90G,0,95D4BB
S1030-G,0,99D3B2
S1030-G10Y,0,A2D2A8
S1030-G20Y,0,A8D1A3
S1030-G30Y,0,AFD09B
S1030-G40Y,0,BFD399
S1030-G50Y,0,C8D592
S1030-G60Y,0,D0D68F
S1030-G70Y,0,D7D88E
S1030-G80Y,0,E0D98C
S1030-G90Y,0,E6D78B
S1030-R,0,EDA9AB
S1030-R10B,0,E9AAB2
S1030-R20B,0,E3A9B7
S1030-R30B,0,E2ACC3
S1030-R40B,0,DBAECE
S1030-R50B,0,CEB3D3
S1030-R60B,0,BFB7DE
S1030-R70B,0,B0BBDF
S1030-R80B,0,A6BEE1
S1030-R90B,0,9ABEDA
S1030-Y,0,E6D086
S1030-Y10R,0,F0CC86
S1030-Y20R,0,F6C988
S1030-Y30R,0,F7C186
S1030-Y50R,0,FCB68C
S1030-Y70R,0,F4AC92
S1030-Y80R,0,EEA696
S1030-Y90R,0,ECA79F
S1040-B,0,6DB9D6
S1040-B10G,0,64BED3
S1040-B20G,0,6BC4D3
S1040-B30G,0,63C2CB
S1040-B40G,0,5BC3C7
S1040-B50G,0,60C7C4
S1040-B60G,0,64CAC1
S1040-B70G,0,63CABE
S1040-B80G,0,70CFBA
S1040-B90G,0,74CFB2
S1040-G,0,7ACCA6
S1040-G10Y,0,88CE9C
S1040-G20Y,0,94CC8F
S1040-G30Y,0,A3D08A
S1040-G40Y,0,B4CC81
S1040-G50Y,0,C0D17D
S1040-G60Y,0,C8D277
S1040-G70Y,0,D4D372
S1040-R,0,ED9599
S1040-R10B,0,E2919C
S1040-R20B,0,E995AD
S1040-R30B,0,DF94B8
S1040-R40B,0,D79FCA
S1040-R50B,0,CAA3D7
S1040-R60B,0,B7A6DD
S1040-R70B,0,9DAADF
S1040-R80B,0,8FB1E0
S1040-R90B,0,7FB2D9
S1040-Y,0,F1D474
S1040-Y10R,0,F7CA6E
S1040-Y20R,0,F8C16D
S1040-Y30R,0,FDB76F
S1040-Y40R,0,F4AA6F
S1040-Y50R,0,FBA673
S1040-Y60R,0,F8A37C
S1040-Y70R,0,F2987C
S1040-Y80R,0,F49786
S1040-Y90R,0,F1988F
S1050-B,0,47ADD3
S1050-B10G,0,29B3D2
S1050-B20G,0,18B7CC
S1050-B30G,0,20BBC7
S1050-B40G,0,15BFC4
S1050-B50G,0,15BFBD
S1050-B60G,0,15C3BA
S1050-B70G,0,1AC6B5
S1050-B80G,0,33C6AE
S1050-B90G,0,46C5A3
S1050-G,0,55C496
S1050-G10Y,0,72C888
S1050-G20Y,0,84C67D
S1050-G30Y,0,96C975
S1050-G40Y,0,A6C667
S1050-R,0,E77E81
S1050-R10B,0,E98090
S1050-R30B,0,E07EAD
S1050-R40B,0,D184BE
S1050-R90B,0,5CA9E0
S1050-Y,0,EFCE59
S1050-Y10R,0,F6C357
S1050-Y30R,0,F8A959
S1050-Y50R,0,F6985C
S1050-Y70R,0,F58A68
S1050-Y80R,0,F28673
S1050-Y90R,0,ED7F7B
S1055-B90G,0,1ABF99
S1060-B,0,00A2D5
S1060-G,0,10BA83
S1060-G10Y,0,4ABB73
S1060-G30Y,0,87C35C
S1060-G40Y,0,A0C553
S1060-R20B,0,DC5C85
S1060-R30B,0,DB5E9E
S1060-Y,0,F5CD3D
S1060-Y10R,0,FABE39
S1060-Y70R,0,EE7755
S1070-G10Y,0,00AD5B
S1500-N,0,D4D1CD
S1502-B,0,CBD0D0
S1502-B50G,0,CFD2D0
S1502-G,0,CDCFCC
S1502-G50Y,0,D1D2CB
S1502-R,0,D4CDCC
S1502-R50B,0,D1CED0
S1502-Y,0,D4D2C7
S1502-Y50R,0,D4CEC6
S1505-G80Y,0,D4D2C1
S1505-G90Y,0,D6D1BF
S1505-Y,0,D7D1BE
S1505-Y10R,0,D9D1BE
S1505-Y20R,0,DBD0BE
S1505-Y30R,0,DCCFBE
S1505-Y40R,0,DACDBB
S1505-Y50R,0,DACCBF
S1505-Y60R,0,DCCCC1
S1505-Y70R,0,D9CCC4
S1505-Y80R,0,D7C9C4
S1505-Y90R,0,D7C9C6
S1510-B,0,B9C9D0
S1510-B20G,0,B7CACD
S1510-B50G,0,B9CECC
S1510-B80G,0,B9CEC6
S1510-G,0,BED1C3
S1510-G20Y,0,C2D0BD
S1510-G40Y,0,C8CFB8
S1510-G60Y,0,CED1B5
S1510-G80Y,0,D6D2B4
S1510-G90Y,0,D5CFAF
S1510-R,0,D9C1BE
S1510-R10B,0,D8C1C2
S1510-R20B,0,D7C1C6
S1510-R40B,0,D1C2CB
S1510-R60B,0,CAC8D3
S1510-R80B,0,BFC8D2
S1510-R90B,0,BDC8D2
S1510-Y,0,DACEAE
S1510-Y10R,0,DCCDAC
S1510-Y20R,0,E0CCAC
S1510-Y30R,0,DEC8AB
S1510-Y40R,0,E1C7AD
S1510-Y50R,0,E1C3AE
S1510-Y60R,0,DEC4B2
S1510-Y70R,0,DCC1B3
S1510-Y80R,0,DBC1B7
S1510-Y90R,0,D7BEB8
S1515-B,0,ADC5D0
S1515-B20G,0,ACC9CD
S1515-B50G,0,AACAC8
S1515-B80G,0,AECDC3
S1515-G,0,B1CDBB
S1515-G20Y,0,B8CCB4
S1515-G40Y,0,C3CDAD
S1515-G60Y,0,CCCEA9
S1515-G80Y,0,D4D0A6
S1515-G90Y,0,D9CFA2
S1515-R,0,DBB9B5
S1515-R10B,0,DAB9BB
S1515-R20B,0,D8B9C0
S1515-R40B,0,D0BBCA
S1515-R60B,0,C3BED3
S1515-R80B,0,B4C3D4
S1515-R90B,0,B1C4D2
S1515-Y,0,DCCDA2
S1515-Y10R,0,DDC9A0
S1515-Y20R,0,E1C89E
S1515-Y30R,0,E3C39D
S1515-Y40R,0,E6C2A1
S1515-Y50R,0,E1BCA0
S1515-Y60R,0,E3BBA5
S1515-Y70R,0,DFB8A7
S1515-Y80R,0,E0B8AC
S1515-Y90R,0,DFB8B0
S1550-R70B,0,8291D2
S1550-R80B,0,6697D6
S1555-B10G,0,00A1C2
S1555-R70B,0,7483CB
S1555-R80B,0,568ACD
S1560-R90B,0,098ACB
S1565-B,0,0088BF
S1565-G,0,00A368
S2000-N,0,C8C6C4
S2002-B,0,BEC2C2
S2002-B50G,0,C0C4C4
S2002-G,0,BFC2BE
S2002-G50Y,0,C4C4BF
S2002-R,0,C7BFBE
S2002-R50B,0,C6C3C5
S2002-Y,0,C7C3BB
S2002-Y50R,0,C9C2BB
S2005-B,0,BAC2C5
S2005-B20G,0,B9C3C3
S2005-B50G,0,BAC3C2
S2005-B80G,0,BAC3C0
S2005-G,0,BCC3BC
S2005-G10Y,0,BCC3BA
S2005-G20Y,0,BFC6BD
S2005-G30Y,0,BDC3B8
S2005-G40Y,0,C5C8BC
S2005-G50Y,0,C0C2B5
